sigungu,mdate,mdate_origin,rate_lag,d_job,S_lag,S,A,L,ksic1_code,ksic1,jobbig_code,job_big
경기도 의왕시,2022-08-01,2022년08월,0.003083644,96,31132,31192,1235,1139,22,전산업,20,전직종
경기도 의왕시,2022-09-01,2022년09월,0.006508079,203,31192,31345,1313,1110,22,전산업,20,전직종
경기도 의왕시,2022-10-01,2022년10월,0.005678737,178,31345,31582,1229,1051,22,전산업,20,전직종
경기도 의왕시,2022-11-01,2022년11월,-3.17E-05,-1,31582,31604,1144,1145,22,전산업,20,전직종
경기도 의왕시,2022-12-01,2022년12월,-0.006518162,-206,31604,31422,1192,1398,22,전산업,20,전직종
경기도 의왕시,2023-01-01,2023년01월,-0.004741901,-149,31422,31299,1928,2077,22,전산업,20,전직종
경기도 의왕시,2023-02-01,2023년02월,0.018115595,567,31299,31913,1628,1061,22,전산업,20,전직종
경기도 의왕시,2023-03-01,2023년03월,0.008241156,263,31913,32158,1914,1651,22,전산업,20,전직종
경기도 의왕시,2023-04-01,2023년04월,-0.000124386,-4,32158,32152,1340,1344,22,전산업,20,전직종
경기도 의왕시,2023-05-01,2023년05월,0.005380692,173,32152,32261,1331,1158,22,전산업,20,전직종
경기도 의왕시,2023-06-01,2023년06월,0.004959549,160,32261,32337,1324,1164,22,전산업,20,전직종
경기도 의왕시,2023-07-01,2023년07월,-0.000896806,-29,32337,32363,1343,1372,22,전산업,20,전직종
경기도 의왕시,2023-08-01,2023년08월,0.003368044,109,32363,32382,1307,1198,22,전산업,20,전직종
경기도 의왕시,2023-09-01,2023년09월,0.006330678,205,32382,32512,1376,1171,22,전산업,20,전직종
경기도 의왕시,2023-10-01,2023년10월,0.0005844,19,32512,32493,1119,1100,22,전산업,20,전직종
경기도 의왕시,2023-11-01,2023년11월,0.003970086,129,32493,32590,1317,1188,22,전산업,20,전직종
경기도 의왕시,2023-12-01,2023년12월,-0.012979442,-423,32590,32107,1106,1529,22,전산업,20,전직종
경기도 의왕시,2024-01-01,2024년01월,0.002740835,88,32107,32162,2234,2146,22,전산업,20,전직종
경기도 의왕시,2024-02-01,2024년02월,0.007026926,226,32162,32268,1309,1083,22,전산업,20,전직종
경기도 의왕시,2024-03-01,2024년03월,0.011280526,364,32268,32586,1882,1518,22,전산업,20,전직종
경기도 의왕시,2024-04-01,2024년04월,0.000797889,26,32586,32563,1351,1325,22,전산업,20,전직종
경기도 의왕시,2024-05-01,2024년05월,0.007124651,232,32563,32639,1326,1094,22,전산업,20,전직종
경기도 의왕시,2024-06-01,2024년06월,0.00186893,61,32639,32638,1112,1051,22,전산업,20,전직종
경기도 의왕시,2024-07-01,2024년07월,0.002726883,89,32638,32751,1289,1200,22,전산업,20,전직종
경기도 의왕시,2024-08-01,2024년08월,0.00125187,41,32751,33158,1158,1117,22,전산업,20,전직종
경기도 의왕시,2024-09-01,2024년09월,0.002563484,85,33158,33407,1168,1083,22,전산업,20,전직종
경기도 의왕시,2024-10-01,2024년10월,0.006256174,209,33407,33673,1458,1249,22,전산업,20,전직종
경기도 의왕시,2024-11-01,2024년11월,-0.000296974,-10,33673,33618,1137,1147,22,전산업,20,전직종
경기도 의왕시,2024-12-01,2024년12월,-0.017431138,-586,33618,33125,990,1576,22,전산업,20,전직종
경기도 의왕시,2025-01-01,2025년01월,0,0,33125,33174,2130,2130,22,전산업,20,전직종
경기도 의왕시,2025-02-01,2025년02월,0.003406282,113,33174,33268,1365,1252,22,전산업,20,전직종
경기도 의왕시,2025-03-01,2025년03월,0.003907659,130,33268,33416,1789,1659,22,전산업,20,전직종
경기도 의왕시,2025-04-01,2025년04월,0.00837922,280,33416,33653,1542,1262,22,전산업,20,전직종
경기도 의왕시,2025-05-01,2025년05월,0.00436811,147,33653,33916,1182,1035,22,전산업,20,전직종
경기도 의왕시,2025-06-01,2025년06월,0.000206392,7,33916,33913,996,989,22,전산업,20,전직종
경기도 의왕시,2025-07-01,2025년07월,-0.000560257,-19,33913,33912,1149,1168,22,전산업,20,전직종
경기도 의왕시,2025-08-01,2025년08월,0.003155225,107,33912,34074,1184,1077,22,전산업,20,전직종
경기도 의왕시,2025-09-01,2025년09월,0.005194577,177,34074,34222,1278,1101,22,전산업,20,전직종
경기도 의왕시,2025-10-01,2025년10월,0.003097423,106,34222,34337,1119,1013,22,전산업,20,전직종
경기도 의왕시,2025-11-01,2025년11월,-0.006494452,-223,34337,34126,1088,1311,22,전산업,20,전직종
경기도 의왕시,2025-12-01,2025년12월,-0.004776417,-163,34126,34021,1130,1293,22,전산업,20,전직종
경기도 하남시,2007-02-01,2007년02월,0.015321883,248,16186,16330,853,605,22,전산업,20,전직종
경기도 하남시,2007-03-01,2007년03월,0.016840171,275,16330,16737,1264,989,22,전산업,20,전직종
경기도 하남시,2007-04-01,2007년04월,0.020314274,340,16737,17020,1110,770,22,전산업,20,전직종
경기도 하남시,2007-05-01,2007년05월,0.009165687,156,17020,17109,852,696,22,전산업,20,전직종
경기도 하남시,2007-06-01,2007년06월,0.013209422,226,17109,17386,1002,776,22,전산업,20,전직종
경기도 하남시,2007-07-01,2007년07월,0.010640745,185,17386,17568,860,675,22,전산업,20,전직종
경기도 하남시,2007-08-01,2007년08월,0.018499545,325,17568,17916,976,651,22,전산업,20,전직종
경기도 하남시,2007-09-01,2007년09월,0.001562849,28,17916,17871,629,601,22,전산업,20,전직종
경기도 하남시,2007-10-01,2007년10월,-0.01063175,-190,17871,17777,979,1169,22,전산업,20,전직종
경기도 하남시,2007-11-01,2007년11월,0.012488046,222,17777,18055,994,772,22,전산업,20,전직종
경기도 하남시,2007-12-01,2007년12월,-0.00963722,-174,18055,17936,673,847,22,전산업,20,전직종
경기도 하남시,2008-01-01,2008년01월,-0.008195807,-147,17936,17834,1000,1147,22,전산업,20,전직종
경기도 하남시,2008-02-01,2008년02월,0.005439049,97,17834,17673,785,688,22,전산업,20,전직종
경기도 하남시,2008-03-01,2008년03월,0.00956261,169,17673,17796,1247,1078,22,전산업,20,전직종
경기도 하남시,2008-04-01,2008년04월,0.014610025,260,17796,18075,1212,952,22,전산업,20,전직종
경기도 하남시,2008-05-01,2008년05월,0.005145228,93,18075,18175,851,758,22,전산업,20,전직종
경기도 하남시,2008-06-01,2008년06월,0.002696011,49,18175,18231,930,881,22,전산업,20,전직종
경기도 하남시,2008-07-01,2008년07월,0.006527344,119,18231,18367,923,804,22,전산업,20,전직종
경기도 하남시,2008-08-01,2008년08월,0.000163336,3,18367,18353,736,733,22,전산업,20,전직종
경기도 하남시,2008-09-01,2008년09월,0.012586498,231,18353,18587,863,632,22,전산업,20,전직종
경기도 하남시,2008-10-01,2008년10월,0.001936838,36,18587,18644,919,883,22,전산업,20,전직종
경기도 하남시,2008-11-01,2008년11월,0.005095473,95,18644,18672,899,804,22,전산업,20,전직종
경기도 하남시,2008-12-01,2008년12월,-0.004445159,-83,18672,18624,794,877,22,전산업,20,전직종
경기도 하남시,2009-01-01,2009년01월,-0.002416237,-45,18624,18678,1096,1141,22,전산업,20,전직종
경기도 하남시,2009-02-01,2009년02월,0.002944641,55,18678,18837,977,922,22,전산업,20,전직종
경기도 하남시,2009-03-01,2009년03월,0.012687795,239,18837,19209,1427,1188,22,전산업,20,전직종
경기도 하남시,2009-04-01,2009년04월,0.088083711,1692,19209,20981,2625,933,22,전산업,20,전직종
경기도 하남시,2009-05-01,2009년05월,-0.000333635,-7,20981,21062,913,920,22,전산업,20,전직종
경기도 하남시,2009-06-01,2009년06월,0.00883107,186,21062,21314,2052,1866,22,전산업,20,전직종
경기도 하남시,2009-07-01,2009년07월,0.01116637,238,21314,21530,1224,986,22,전산업,20,전직종
경기도 하남시,2009-08-01,2009년08월,-0.001300511,-28,21530,21573,893,921,22,전산업,20,전직종
경기도 하남시,2009-09-01,2009년09월,0.011125017,240,21573,21886,2298,2058,22,전산업,20,전직종
경기도 하남시,2009-10-01,2009년10월,0.010052088,220,21886,22081,1099,879,22,전산업,20,전직종
경기도 하남시,2009-11-01,2009년11월,0.000769893,17,22081,22175,1086,1069,22,전산업,20,전직종
경기도 하남시,2009-12-01,2009년12월,-0.003517475,-78,22175,21280,1776,1854,22,전산업,20,전직종
경기도 하남시,2010-01-01,2010년01월,-0.006203008,-132,21280,21472,1098,1230,22,전산업,20,전직종
경기도 하남시,2010-02-01,2010년02월,0.014530551,312,21472,22539,1206,894,22,전산업,20,전직종
경기도 하남시,2010-03-01,2010년03월,0.018146324,409,22539,23053,1963,1554,22,전산업,20,전직종
경기도 하남시,2010-04-01,2010년04월,-0.015442676,-356,23053,22642,1275,1631,22,전산업,20,전직종
경기도 하남시,2010-05-01,2010년05월,0.028133557,637,22642,23257,1622,985,22,전산업,20,전직종
경기도 하남시,2010-06-01,2010년06월,0.007223632,168,23257,23473,1385,1217,22,전산업,20,전직종
경기도 하남시,2010-07-01,2010년07월,0.007071955,166,23473,23637,1236,1070,22,전산업,20,전직종
경기도 하남시,2010-08-01,2010년08월,0.004272962,101,23637,23731,1035,934,22,전산업,20,전직종
경기도 하남시,2010-09-01,2010년09월,-0.00122203,-29,23731,23670,873,902,22,전산업,20,전직종
경기도 하남시,2010-10-01,2010년10월,0.007604563,180,23670,23820,1505,1325,22,전산업,20,전직종
경기도 하남시,2010-11-01,2010년11월,0.014063812,335,23820,24159,1324,989,22,전산업,20,전직종
경기도 하남시,2010-12-01,2010년12월,-0.014735709,-356,24159,23796,1030,1386,22,전산업,20,전직종
경기도 하남시,2011-01-01,2011년01월,-0.00054631,-13,23796,23837,1275,1288,22,전산업,20,전직종
경기도 하남시,2011-02-01,2011년02월,0.010403994,248,23837,24116,1037,789,22,전산업,20,전직종
경기도 하남시,2011-03-01,2011년03월,0.007422458,179,24116,24948,1673,1494,22,전산업,20,전직종
경기도 하남시,2011-04-01,2011년04월,0.020161937,503,24948,26431,1632,1129,22,전산업,20,전직종
경기도 하남시,2011-05-01,2011년05월,-0.002724074,-72,26431,26616,1353,1425,22,전산업,20,전직종
경기도 하남시,2011-06-01,2011년06월,-0.031597535,-841,26616,26078,1181,2022,22,전산업,20,전직종
경기도 하남시,2011-07-01,2011년07월,0.001227088,32,26078,26167,1356,1324,22,전산업,20,전직종
경기도 하남시,2011-08-01,2011년08월,0.000802538,21,26167,26293,1231,1210,22,전산업,20,전직종
경기도 하남시,2011-09-01,2011년09월,0.010573156,278,26293,26768,1326,1048,22,전산업,20,전직종
경기도 하남시,2011-10-01,2011년10월,-0.001569038,-42,26768,26723,1189,1231,22,전산업,20,전직종
경기도 하남시,2011-11-01,2011년11월,0.013359279,357,26723,26974,1434,1077,22,전산업,20,전직종
경기도 하남시,2011-12-01,2011년12월,0.0004078,11,26974,27167,1231,1220,22,전산업,20,전직종
경기도 하남시,2012-01-01,2012년01월,-0.005006074,-136,27167,26976,1224,1360,22,전산업,20,전직종
경기도 하남시,2012-02-01,2012년02월,0.010527877,284,26976,27270,1542,1258,22,전산업,20,전직종
경기도 하남시,2012-03-01,2012년03월,0.010194353,278,27270,27516,1788,1510,22,전산업,20,전직종
경기도 하남시,2012-04-01,2012년04월,0.00203518,56,27516,27530,1448,1392,22,전산업,20,전직종
경기도 하남시,2012-05-01,2012년05월,0.009916455,273,27530,27776,1379,1106,22,전산업,20,전직종
경기도 하남시,2012-06-01,2012년06월,0.003060196,85,27776,27824,1339,1254,22,전산업,20,전직종
경기도 하남시,2012-07-01,2012년07월,0.011177401,311,27824,28098,1636,1325,22,전산업,20,전직종
경기도 하남시,2012-08-01,2012년08월,0.006584099,185,28098,28371,1331,1146,22,전산업,20,전직종
경기도 하남시,2012-09-01,2012년09월,-0.000493462,-14,28371,28331,1344,1358,22,전산업,20,전직종
경기도 하남시,2012-10-01,2012년10월,0.010906781,309,28331,28598,1235,926,22,전산업,20,전직종
경기도 하남시,2012-11-01,2012년11월,-0.002237919,-64,28598,28630,1274,1338,22,전산업,20,전직종
경기도 하남시,2012-12-01,2012년12월,0.000349284,10,28630,28756,1047,1037,22,전산업,20,전직종
경기도 하남시,2013-01-01,2013년01월,-0.004972875,-143,28756,28613,1396,1539,22,전산업,20,전직종
경기도 하남시,2013-02-01,2013년02월,0.001048474,30,28613,28792,1317,1287,22,전산업,20,전직종
경기도 하남시,2013-03-01,2013년03월,0.006251737,180,28792,29049,1818,1638,22,전산업,20,전직종
경기도 하남시,2013-04-01,2013년04월,-0.005542359,-161,29049,28826,1406,1567,22,전산업,20,전직종
경기도 하남시,2013-05-01,2013년05월,0.005654617,163,28826,29017,1384,1221,22,전산업,20,전직종
경기도 하남시,2013-06-01,2013년06월,0.004962608,144,29017,29223,1259,1115,22,전산업,20,전직종
경기도 하남시,2013-07-01,2013년07월,0.00266913,78,29223,29225,1393,1315,22,전산업,20,전직종
경기도 하남시,2013-08-01,2013년08월,0.006467066,189,29225,29441,1335,1146,22,전산업,20,전직종
경기도 하남시,2013-09-01,2013년09월,0.0079481,234,29441,29643,1177,943,22,전산업,20,전직종
경기도 하남시,2013-10-01,2013년10월,0.001180717,35,29643,29612,1253,1218,22,전산업,20,전직종
경기도 하남시,2013-11-01,2013년11월,0.010603809,314,29612,29867,1434,1120,22,전산업,20,전직종
경기도 하남시,2013-12-01,2013년12월,-0.010446312,-312,29867,29459,1138,1450,22,전산업,20,전직종
경기도 하남시,2014-01-01,2014년01월,0.000543128,16,29459,29489,1452,1436,22,전산업,20,전직종
경기도 하남시,2014-02-01,2014년02월,0.011902743,351,29489,29824,1359,1008,22,전산업,20,전직종
경기도 하남시,2014-03-01,2014년03월,0.006974249,208,29824,29911,1810,1602,22,전산업,20,전직종
경기도 하남시,2014-04-01,2014년04월,0.008190967,245,29911,30210,1715,1470,22,전산업,20,전직종
경기도 하남시,2014-05-01,2014년05월,0.002846739,86,30210,30220,1310,1224,22,전산업,20,전직종
경기도 하남시,2014-06-01,2014년06월,0.00393779,119,30220,30318,1328,1209,22,전산업,20,전직종
경기도 하남시,2014-07-01,2014년07월,0.006728676,204,30318,30461,1598,1394,22,전산업,20,전직종
경기도 하남시,2014-08-01,2014년08월,0.006171826,188,30461,30631,1287,1099,22,전산업,20,전직종
경기도 하남시,2014-09-01,2014년09월,0.014103359,432,30631,30795,1569,1137,22,전산업,20,전직종
경기도 하남시,2014-10-01,2014년10월,-0.004026628,-124,30795,30745,1379,1503,22,전산업,20,전직종
경기도 하남시,2014-11-01,2014년11월,0.005171573,159,30745,30806,1312,1153,22,전산업,20,전직종
경기도 하남시,2014-12-01,2014년12월,-0.001752905,-54,30806,30720,1303,1357,22,전산업,20,전직종
경기도 하남시,2015-01-01,2015년01월,-0.001497396,-46,30720,30652,1626,1672,22,전산업,20,전직종
경기도 하남시,2015-02-01,2015년02월,0.009819914,301,30652,30887,1370,1069,22,전산업,20,전직종
경기도 하남시,2015-03-01,2015년03월,0.00479166,148,30887,30834,1804,1656,22,전산업,20,전직종
경기도 하남시,2015-04-01,2015년04월,0.008626841,266,30834,31107,1703,1437,22,전산업,20,전직종
경기도 하남시,2015-05-01,2015년05월,0.011572958,360,31107,31362,1437,1077,22,전산업,20,전직종
경기도 하남시,2015-06-01,2015년06월,0.003507429,110,31362,31367,1384,1274,22,전산업,20,전직종
경기도 하남시,2015-07-01,2015년07월,0.008416489,264,31367,31614,1594,1330,22,전산업,20,전직종
경기도 하남시,2015-08-01,2015년08월,0.007686468,243,31614,31871,1465,1222,22,전산업,20,전직종
경기도 하남시,2015-09-01,2015년09월,0.017382573,554,31871,32372,1626,1072,22,전산업,20,전직종
경기도 하남시,2015-10-01,2015년10월,0.014487829,469,32372,32741,1627,1158,22,전산업,20,전직종
경기도 하남시,2015-11-01,2015년11월,0.009223909,302,32741,32856,1564,1262,22,전산업,20,전직종
경기도 하남시,2015-12-01,2015년12월,0.001734843,57,32856,32967,1366,1309,22,전산업,20,전직종
경기도 하남시,2016-01-01,2016년01월,0.001304335,43,32967,32944,1845,1802,22,전산업,20,전직종
경기도 하남시,2016-02-01,2016년02월,0.012020398,396,32944,33282,1472,1076,22,전산업,20,전직종
경기도 하남시,2016-03-01,2016년03월,0.005258097,175,33282,33258,1983,1808,22,전산업,20,전직종
경기도 하남시,2016-04-01,2016년04월,0.008569367,285,33258,33482,1721,1436,22,전산업,20,전직종
경기도 하남시,2016-05-01,2016년05월,0.007436832,249,33482,33745,1624,1375,22,전산업,20,전직종
경기도 하남시,2016-06-01,2016년06월,0.010668247,360,33745,34015,1766,1406,22,전산업,20,전직종
경기도 하남시,2016-07-01,2016년07월,0.007496693,255,34015,34128,1809,1554,22,전산업,20,전직종
경기도 하남시,2016-08-01,2016년08월,0.00665143,227,34128,34330,1721,1494,22,전산업,20,전직종
경기도 하남시,2016-09-01,2016년09월,0.01733178,595,34330,34827,1820,1225,22,전산업,20,전직종
경기도 하남시,2016-10-01,2016년10월,0.019237948,670,34827,35639,2112,1442,22,전산업,20,전직종
경기도 하남시,2016-11-01,2016년11월,0.016863548,601,35639,36270,2127,1526,22,전산업,20,전직종
경기도 하남시,2016-12-01,2016년12월,0.003832368,139,36270,36297,1773,1634,22,전산업,20,전직종
경기도 하남시,2017-01-01,2017년01월,0.000688762,25,36297,36242,1906,1881,22,전산업,20,전직종
경기도 하남시,2017-02-01,2017년02월,0.012085426,438,36242,36539,1993,1555,22,전산업,20,전직종
경기도 하남시,2017-03-01,2017년03월,0.001559977,57,36539,36399,2208,2151,22,전산업,20,전직종
경기도 하남시,2017-04-01,2017년04월,0.00527487,192,36399,36579,2067,1875,22,전산업,20,전직종
경기도 하남시,2017-05-01,2017년05월,0.007955384,291,36579,36930,1714,1423,22,전산업,20,전직종
경기도 하남시,2017-06-01,2017년06월,0.001949634,72,36930,37041,1697,1625,22,전산업,20,전직종
경기도 하남시,2017-07-01,2017년07월,0.002321752,86,37041,37157,1820,1734,22,전산업,20,전직종
경기도 하남시,2017-08-01,2017년08월,0.000888123,33,37157,37104,1765,1732,22,전산업,20,전직종
경기도 하남시,2017-09-01,2017년09월,-0.002263907,-84,37104,37206,2087,2171,22,전산업,20,전직종
경기도 하남시,2017-10-01,2017년10월,0.007928829,295,37206,37509,1535,1240,22,전산업,20,전직종
경기도 하남시,2017-11-01,2017년11월,0.008158042,306,37509,37786,1919,1613,22,전산업,20,전직종
경기도 하남시,2017-12-01,2017년12월,0.001958397,74,37786,37819,1760,1686,22,전산업,20,전직종
경기도 하남시,2018-01-01,2018년01월,-0.001718713,-65,37819,37730,2167,2232,22,전산업,20,전직종
경기도 하남시,2018-02-01,2018년02월,0.012827988,484,37730,38144,2043,1559,22,전산업,20,전직종
경기도 하남시,2018-03-01,2018년03월,0.010958473,418,38144,38571,2763,2345,22,전산업,20,전직종
경기도 하남시,2018-04-01,2018년04월,0.009411216,363,38571,39073,2238,1875,22,전산업,20,전직종
경기도 하남시,2018-05-01,2018년05월,0.004146086,162,39073,39301,1997,1835,22,전산업,20,전직종
경기도 하남시,2018-06-01,2018년06월,0.005343375,210,39301,39523,2122,1912,22,전산업,20,전직종
경기도 하남시,2018-07-01,2018년07월,0.006123017,242,39523,39805,2157,1915,22,전산업,20,전직종
경기도 하남시,2018-08-01,2018년08월,0.003567391,142,39805,39950,1827,1685,22,전산업,20,전직종
경기도 하남시,2018-09-01,2018년09월,0.009461827,378,39950,40411,2046,1668,22,전산업,20,전직종
경기도 하남시,2018-10-01,2018년10월,0.012966766,524,40411,40919,2149,1625,22,전산업,20,전직종
경기도 하남시,2018-11-01,2018년11월,0.005743053,235,40919,41226,1994,1759,22,전산업,20,전직종
경기도 하남시,2018-12-01,2018년12월,0.006646291,274,41226,41562,1911,1637,22,전산업,20,전직종
경기도 하남시,2019-01-01,2019년01월,0.000216544,9,41562,41574,2488,2479,22,전산업,20,전직종
경기도 하남시,2019-02-01,2019년02월,0.015947467,663,41574,42194,2291,1628,22,전산업,20,전직종
경기도 하남시,2019-03-01,2019년03월,0.00902972,381,42194,42540,2946,2565,22,전산업,20,전직종
경기도 하남시,2019-04-01,2019년04월,0.012012224,511,42540,42934,2586,2075,22,전산업,20,전직종
경기도 하남시,2019-05-01,2019년05월,0.008594587,369,42934,43383,2317,1948,22,전산업,20,전직종
경기도 하남시,2019-06-01,2019년06월,0.01053408,457,43383,43789,2269,1812,22,전산업,20,전직종
경기도 하남시,2019-07-01,2019년07월,0.00774167,339,43789,44154,2394,2055,22,전산업,20,전직종
경기도 하남시,2019-08-01,2019년08월,0.002174208,96,44154,44347,2376,2280,22,전산업,20,전직종
경기도 하남시,2019-09-01,2019년09월,0.00926782,411,44347,44860,2358,1947,22,전산업,20,전직종
경기도 하남시,2019-10-01,2019년10월,0.005127062,230,44860,45359,2303,2073,22,전산업,20,전직종
경기도 하남시,2019-11-01,2019년11월,0.005114751,232,45359,45941,2205,1973,22,전산업,20,전직종
경기도 하남시,2019-12-01,2019년12월,0.000435341,20,45941,46287,2041,2021,22,전산업,20,전직종
경기도 하남시,2020-01-01,2020년01월,0.003996803,185,46287,46798,3091,2906,22,전산업,20,전직종
경기도 하남시,2020-02-01,2020년02월,0.007863584,368,46798,47430,2572,2204,22,전산업,20,전직종
경기도 하남시,2020-03-01,2020년03월,0.003036053,144,47430,47839,2909,2765,22,전산업,20,전직종
경기도 하남시,2020-04-01,2020년04월,0.007650662,366,47839,48456,2707,2341,22,전산업,20,전직종
경기도 하남시,2020-05-01,2020년05월,0.008172363,396,48456,49038,2339,1943,22,전산업,20,전직종
경기도 하남시,2020-06-01,2020년06월,0.012194625,598,49038,49895,2548,1950,22,전산업,20,전직종
경기도 하남시,2020-07-01,2020년07월,0.006152921,307,49895,50432,2690,2383,22,전산업,20,전직종
경기도 하남시,2020-08-01,2020년08월,0.031487944,1588,50432,52262,3904,2316,22,전산업,20,전직종
경기도 하남시,2020-09-01,2020년09월,0.006639623,347,52262,52726,2804,2457,22,전산업,20,전직종
경기도 하남시,2020-10-01,2020년10월,0.004988051,263,52726,52983,2331,2068,22,전산업,20,전직종
경기도 하남시,2020-11-01,2020년11월,0.003397316,180,52983,53372,2588,2408,22,전산업,20,전직종
경기도 하남시,2020-12-01,2020년12월,-0.026418347,-1410,53372,52061,2485,3895,22,전산업,20,전직종
경기도 하남시,2021-01-01,2021년01월,-0.0048981,-255,52061,52125,3092,3347,22,전산업,20,전직종
경기도 하남시,2021-02-01,2021년02월,0.017438849,909,52125,53240,3138,2229,22,전산업,20,전직종
경기도 하남시,2021-03-01,2021년03월,0.014876033,792,53240,54036,3691,2899,22,전산업,20,전직종
경기도 하남시,2021-04-01,2021년04월,0.006717744,363,54036,54736,3193,2830,22,전산업,20,전직종
경기도 하남시,2021-05-01,2021년05월,0.006430868,352,54736,55343,2768,2416,22,전산업,20,전직종
경기도 하남시,2021-06-01,2021년06월,0.009956092,551,55343,56185,3247,2696,22,전산업,20,전직종
경기도 하남시,2021-07-01,2021년07월,0.007795675,438,56185,56662,3241,2803,22,전산업,20,전직종
경기도 하남시,2021-08-01,2021년08월,0.003494405,198,56662,57106,2862,2664,22,전산업,20,전직종
경기도 하남시,2021-09-01,2021년09월,0.009018317,515,57106,57910,3175,2660,22,전산업,20,전직종
경기도 하남시,2021-10-01,2021년10월,0.005145916,298,57910,59078,2908,2610,22,전산업,20,전직종
경기도 하남시,2021-11-01,2021년11월,0.006618369,391,59078,59539,3133,2742,22,전산업,20,전직종
경기도 하남시,2021-12-01,2021년12월,0.00058785,35,59539,59614,2943,2908,22,전산업,20,전직종
경기도 하남시,2022-01-01,2022년01월,-0.000335492,-20,59614,59608,4095,4115,22,전산업,20,전직종
경기도 하남시,2022-02-01,2022년02월,0.012615756,752,59608,60365,3298,2546,22,전산업,20,전직종
경기도 하남시,2022-03-01,2022년03월,0.00762031,460,60365,61120,4298,3838,22,전산업,20,전직종
경기도 하남시,2022-04-01,2022년04월,0.007558901,462,61120,61546,3578,3116,22,전산업,20,전직종
경기도 하남시,2022-05-01,2022년05월,0.004045754,249,61546,62088,2990,2741,22,전산업,20,전직종
경기도 하남시,2022-06-01,2022년06월,0.00433256,269,62088,62844,3271,3002,22,전산업,20,전직종
경기도 하남시,2022-07-01,2022년07월,0.001575329,99,62844,63183,3309,3210,22,전산업,20,전직종
경기도 하남시,2022-08-01,2022년08월,0.00182011,115,63183,63460,3151,3036,22,전산업,20,전직종
경기도 하남시,2022-09-01,2022년09월,0.003671604,233,63460,63861,3157,2924,22,전산업,20,전직종
경기도 하남시,2022-10-01,2022년10월,0.004541113,290,63861,64413,3058,2768,22,전산업,20,전직종
경기도 하남시,2022-11-01,2022년11월,0.001474858,95,64413,64533,3080,2985,22,전산업,20,전직종
경기도 하남시,2022-12-01,2022년12월,-0.002432864,-157,64533,64469,2963,3120,22,전산업,20,전직종
경기도 하남시,2023-01-01,2023년01월,-0.014456561,-932,64469,63503,3514,4446,22,전산업,20,전직종
경기도 하남시,2023-02-01,2023년02월,0.016503157,1048,63503,64961,3946,2898,22,전산업,20,전직종
경기도 하남시,2023-03-01,2023년03월,0.00623451,405,64961,65432,4381,3976,22,전산업,20,전직종
경기도 하남시,2023-04-01,2023년04월,0.005486612,359,65432,65721,3389,3030,22,전산업,20,전직종
경기도 하남시,2023-05-01,2023년05월,0.001399857,92,65721,67565,2810,2718,22,전산업,20,전직종
경기도 하남시,2023-06-01,2023년06월,0.005579812,377,67565,67800,3231,2854,22,전산업,20,전직종
경기도 하남시,2023-07-01,2023년07월,0.000737463,50,67800,67779,3161,3111,22,전산업,20,전직종
경기도 하남시,2023-08-01,2023년08월,0.000590153,40,67779,65669,3003,2963,22,전산업,20,전직종
경기도 하남시,2023-09-01,2023년09월,0.003030349,199,65669,66672,3031,2832,22,전산업,20,전직종
경기도 하남시,2023-10-01,2023년10월,-0.000524958,-35,66672,66669,2510,2545,22,전산업,20,전직종
경기도 하남시,2023-11-01,2023년11월,7.50E-05,5,66669,66572,3062,3057,22,전산업,20,전직종
경기도 하남시,2023-12-01,2023년12월,-0.004491378,-299,66572,66050,2655,2954,22,전산업,20,전직종
경기도 하남시,2024-01-01,2024년01월,-0.006056018,-400,66050,65550,3953,4353,22,전산업,20,전직종
경기도 하남시,2024-02-01,2024년02월,0.01020595,669,65550,66343,3322,2653,22,전산업,20,전직종
경기도 하남시,2024-03-01,2024년03월,0.005275613,350,66343,66783,4116,3766,22,전산업,20,전직종
경기도 하남시,2024-04-01,2024년04월,0.004881482,326,66783,67117,3257,2931,22,전산업,20,전직종
경기도 하남시,2024-05-01,2024년05월,0.005065781,340,67117,67456,3028,2688,22,전산업,20,전직종
경기도 하남시,2024-06-01,2024년06월,-1.48E-05,-1,67456,67499,2584,2585,22,전산업,20,전직종
경기도 하남시,2024-07-01,2024년07월,0.001333353,90,67499,67523,3056,2966,22,전산업,20,전직종
경기도 하남시,2024-08-01,2024년08월,0.00254728,172,67523,67601,2953,2781,22,전산업,20,전직종
경기도 하남시,2024-09-01,2024년09월,0.001908256,129,67601,68155,2764,2635,22,전산업,20,전직종
경기도 하남시,2024-10-01,2024년10월,0.005487492,374,68155,68405,2869,2495,22,전산업,20,전직종
경기도 하남시,2024-11-01,2024년11월,-0.003406184,-233,68405,68063,2691,2924,22,전산업,20,전직종
경기도 하남시,2024-12-01,2024년12월,-0.005538986,-377,68063,67719,2701,3078,22,전산업,20,전직종
경기도 하남시,2025-01-01,2025년01월,-0.004887845,-331,67719,67464,3646,3977,22,전산업,20,전직종
경기도 하남시,2025-02-01,2025년02월,0.018172655,1226,67464,68445,3748,2522,22,전산업,20,전직종
경기도 하남시,2025-03-01,2025년03월,-0.002103879,-144,68445,68290,3500,3644,22,전산업,20,전직종
경기도 하남시,2025-04-01,2025년04월,0.006721335,459,68290,68685,3331,2872,22,전산업,20,전직종
경기도 하남시,2025-05-01,2025년05월,0.002314916,159,68685,68553,2794,2635,22,전산업,20,전직종
